id,name,type,parent_id
"COMF-7031785","Tableau Wall","Commercial Family","PROF-HEALTHSPECIAL"
"COMF-7031786","Belmont I","Commercial Family","PROF-LINWRAP"
"COMF-7031787","Coffaire Fluorescent","Commercial Family","PROF-RECARCH"
"COMF-7031789","Belmont Spill Frame","Commercial Family","PROF-LINWRAP"
"COMF-7031790","LSW","Commercial Family","PROF-LINWALL"
"COMF-7031791","TriLyte","Commercial Family","PROF-CIHLBAY"
"COMF-7031856","Pendalyte 9","Commercial Family","PROF-DECORPENDANTS"
"COMF-7031857","Pendalyte 12","Commercial Family","PROF-DECORPENDANTS"
"COMF-7031858","Pendalyte 16","Commercial Family","PROF-DECORPENDANTS"
"COMF-7031860","Pendalyte 6.5","Commercial Family","PROF-DECORPENDANTS"
"COMF-7031864","Pendalyte","Commercial Family","PROF-DECORPENDANTS"
"COMF-7025228","APX LED High Bay","Commercial Family","PROF-FOODPROC"
"COMF-7025230","ArcForm","Commercial Family","PROF-RECARCH"
"COMF-7025235","Arioso Recessed LED","Commercial Family","PROF-RECARCH"
"COMF-7025325","BoldPlay Suspended LED","Commercial Family","PROF-LINSUSPENDED"
"COMF-7025326","BoldPlay Wall LED","Commercial Family","PROF-LINSUSPENDED"
"COMF-7025456","CareWell eco LED","Commercial Family","PROF-HEALTHBED"
"COMF-7025470","Chopstick Suspended LED","Commercial Family","PROF-LINSUSPENDED"
"COMF-7025471","Chopstick Wall LED","Commercial Family","PROF-LINWALL"
"COMF-7025484","Coffaire LED","Commercial Family","PROF-RECARCH"
"COMF-7025514","Cubelite LED","Commercial Family","PROF-LINWALL"
"COMF-7025519","DayLED Recessed LED","Commercial Family","PROF-RECARCH"
