id,name,reference,mandatory
"xUCDM.PathById","xUCDM.PathById","",""
"publication.channels.ecat.prof","publication.channels.ecat.prof","",""
"STEP.ZRCC.CHAR.IGN.DESC","SAP Ignitor desc.","",""
"STEP.ZRCC.CHAR.FIXBOLT.DESC","SAP Luminaire fixation bolts desc.","",""
"xUCDM_CSChapterGroupID","xUCDM_CSChapterGroupID","",""
"xUCDM_CAT_NAME","xUCDM_CAT_NAME","",""
"xUCDM_CAT_GRP_NAME","xUCDM_CAT_GRP_NAME","",""
"STEP.ZRCC.CHAR.FRMCLR.DESC","SAP Frame color desc.","",""
"xUCDM_CAT_GRP_CODE","xUCDM_CAT_GRP_CODE","",""
"STEP.ZRCC.CHAR.FINISH.DESC","SAP Finish desc.","",""
"NRIGNPULSE","Number of Ignition Pulses","",""
"Category","Category","",""
"STEP.ZRCC.CHAR.NAMEEXT.DESC","SAP Lamp version desc.","",""
"PHC","Photocell","",""
"STEP.ZRCC.CHAR.CIRCUIT.DESC","SAP Circuit desc.","",""
"TAMBIENTG_MAX","T-Ambient (Gear) (Max)","",""
"STEP.ZRCC.CHAR.CLRCH.DESC","SAP Color choice desc.","",""
"US-ARMSTYLE","Arm Style","",""
"ACCRAL","Accessory RAL color","",""
"CVRSHAPE","Optical cover/lens shape","IF-32596;IF-1084;IF-1144;PG-44555;IF-1254;IF-1087;IF-13280;IF-1155;IF-1143;IF-1227;IF-1151;IF-1046;IF-12357;CAT-44366;IF-1036;IF-1154;IF-2081;IF-1253;IF-2078;IF-3098;IF-1171;IF-1152;IF-6963622;IF-1187;IF-13268;CAT-6698971;IF-2079;PG-44543;IF-1188;IF-3099;IF-1244;IF-13265;IF-1048;IF-1252;CAT-316024;IF-1251;IF-7007820;IF-6965739;IF-2083;IF-1107;IF-1226;IF-2080;IF-1038;IF-1145;IF-6965738;IF-1248;IF-1165;IF-3100;IF-1035;IF-1249;IF-1156;IF-1169;IFS-15392;IF-1149;IF-1147;PG-44551;IF-7207876;IF-6960802;IF-1170;IF-1150;IF-3114","PG-44555;CAT-44366;IF-1253;IF-3098;PG-44543;IF-1244;IF-1226;IF-1165;PG-44551"
"STEP.ZRCC.CHAR.CLR.DESC","SAP Color desc.","",""
"STEP.ZRCC.CHAR.LAMPPOWER.DESC","SAP Lamp power desc.","",""
"PLSHAPE","Pole shape","",""
"STEP.ZRCC.CHAR.LINEFREQ.DESC","SAP Input frequency desc.","",""
"LUMPOS","Luminaire position","IF-1663",""
"STEP.ZRCC.CHAR.CIRCUITOPT.DESC","SAP Circuit option desc.","",""
"xUCDM_Configs.Country","xUCDM_Configs.Country","",""
"FK_FG_LP_BEAM_ANGLE","FG Beam angle","",""
"STEP.ZRCC.CHAR.CONN.DESC","SAP Connection desc.","",""
"STEP.ZRCC.CHAR.GEAR.DESC","SAP Gear desc.","",""
"CRINDEX4H_NOM","Color Rendering Index at 4h (Nom)","MPG-9858;IF-548",""
"xUCDM_Configs.XUCDM_OWNER","xUCDM_Configs.XUCDM_OWNER","",""
"ETIM.V7.EF000124 A","EF000124 - Connection type","",""
"xUCDM_Configs.XUCDM_LifecycleStatus","xUCDM_Configs.XUCDM_LifecycleStatus","",""
"ETIM.V7.EF001456 N","EF001456 - Height/depth","",""
"STEP.ZRCC.CHAR.CAPBASE.DESC","SAP Cap-base desc.","",""
"ETIM.V7.EF000218 N","EF000218 - Built-in depth","",""
"xUCDM_Configs.Locale","xUCDM_Configs.Locale","",""
"STEP.ZRCC.CHAR.CLS.DESC","SAP Protection class IEC desc.","",""
"STEP.ZRCC.CHAR.CLRGRP.DESC","SAP Color group desc.","",""
"FK_FG_LP_GEAR_NLAMPS","FG Number of lamps","",""
"xUCDM_Configs.IsLocalised","xUCDM_Configs.IsLocalised","",""
"STEP.ZRCC.CHAR.DECOACC.DESC","SAP Decorative accessories desc.","",""
"CRINDEX20H_NOM","Color Rendering Index at 20h (Nom)","MPG-9858;IF-548",""
"UDX-PCS-DEPTH","Depth (Piece)","",""
"UDX-PAL-DEPTH","Depth (Pallet)","",""
"UDX-PAL-WDTH","Width (Pallet)","",""
"STEP.ZRCC.CHAR.DIAM.DESC","SAP Diameter desc.","",""
"CONTENT_UNIT","CONTENT_UNIT","",""
"STEP.ZRCC.CHAR.CW.DESC","SAP Counterweight desc.","",""
"STEP.MARM.NTGEW.P06","SAP Net Weight (Pallet 06)","",""
"UDX-PAL-EAN","EAN Packing Unit (Pallet)","",""
"UDX-PAL-WGHT","Gross Weight (Pallet)","",""
"STEP.MARM.NTGEW.PCE","Net Weight (Piece)","",""
"STEP.MARM.NTGEW.CAS","SAP Net Weight (Case)","",""
"UDX-PAL-QMAX","Quantity Maximum (Pallet)","",""
"ORDER_UNIT","ORDER_UNIT","",""
"UDX-PCS-EAN","EAN Packing Unit (Piece)","",""
"STEP.MARM.ZZLANGRUOM.SET.DESC","SAP Language group (Set) desc.","",""
"STEP.MARA.10NC.LABOR.DESC","SAP Lab/Office 10NC desc.","",""
"STEP.MARM.NTGEW.P07","SAP Net Weight (Pallet 07)","",""
"UDX-PCS-LGTH","Length (Piece)","",""
"STEP.MARM.ZZLANGRUOM.P02.DESC","SAP Language group (Pallet 02) desc.","",""
"STEP.MARA.ZBRND.CAS.DESC","SAP Brand (Case) desc.","",""
"STEP.MARA.PRDHA.CAG.DESC","SAP Product Hierarchy (Catalog Article Group) desc.","",""
"UDX-PCS-WDTH","Width (Piece)","",""
"STEP.MARM.ZPACK.P01.DESC","SAP Packing (Pallet 01) desc.","",""
"UDX-PAL-QMIN","Quantity Minimum (Pallet)","",""
"xUCDM_ProductType","xUCDM_ProductType","",""
"xUCDM_Marketing_Version","xUCDM_Marketing_Version","",""
"STEP.ZRCC.CHAR.DLL.DESC","SAP Decorative spill-light desc.","",""
"xUCDM_Marketing_Status","xUCDM_Marketing_Status","",""
"STEP.ZRCC.CHAR.GEAR2.DESC","SAP Gear 2 desc.","",""
"STEP.ZRCC.CHAR.FS.DESC","SAP Electrical circuit protection desc.","",""
"xUCDM_CSChapterGroupName","xUCDM_CSChapterGroupName","",""
"STEP.ZRCC.CHAR.DUPLICODE.DESC","SAP Duplication code desc.","",""
"XUCDM.STEP.MARA.MSTAE","Running Global SAP","",""
"STEP.ZRCC.CHAR.SYSDESCR.DESC","SAP Lamp system description desc.","",""
"XUCDM.Pro.Sustain.State","Pro.Sustain.State (taken from Primary CF)","","SC-9314 (Product Maintenance)"
"XUCDM.STEP.MVKE.VMSTA02","Running Local PROF SAP","",""
"STEP.ZRCC.CHAR.EL.DESC","SAP Emergency lighting desc.","",""
"XUCDM.STEP.MVKE.VMSTA05","Running Local PROJ SAP","",""
"STEP.ZRCC.CHAR.OPTGRP.DESC","SAP Optical group desc.","",""
"xUCDM_Rank","xUCDM_Rank","",""
"Pro.Sustain.StateFP","Product Sustainability Statement for Final Product (see help for more information before using)","",""
"STEP.ZRCC.CHAR.EMERGACC.DESC","SAP Emergency lighting accessories desc.","",""
"STEP.ZRCC.CHAR.SYSPOWER.DESC","SAP Initial input power desc.","",""
"STEP.ZRCC.CHAR.PCKCONF.DESC","SAP Packaging configuration desc.","",""
"ProductDetailPageURL","ProductDetailPageURL","",""
"XUCDM.STEP.MVKE.VMSTA03","Running Local OEM SAP","",""
"STEP.ZRCC.CHAR.CVR.DESC","SAP Optical cover/lens type desc.","",""
"UDX-PCS-QMIN","Quantity Minimum (Piece)","",""
"STEP.ZRCC.CHAR.EXPCLS.DESC","SAP Explosion hazard class desc.","",""
"UDX-PAL-LGTH","Length (Pallet)","",""
"ADAM.SOP","ADAM.SOP","",""
"Sustainability.Disclaimer","Sustainability Disclaimer","",""
"SRVCCLS","Serviceability class","",""
"xUCDM.Ecat.Server","xUCDM.Ecat.Server","",""
"STEP.ZRCC.CHAR.CVRACC.DESC","SAP Optical cover/lens accessories desc.","",""
"STEP.MARA.PRDHA.BG.DESC","SAP Product Hierarchy (Business Group) desc.","",""
"STEP.MARA.LABOR.DESC","SAP Lab/Office desc.","",""
"STEP.MARM.ZPACK.IM.DESC","SAP Packing (Intermediate) desc.","",""
"MIGR-SOURCE","Migration Source","",""
"STEP.MARA.ZZFAMCOD","Product family code","",""
"STEP.MAKT.MAKTX","SAP Description","",""
"STEP.MVKE.VRKME01.DESC","SAP Sales unit 01 desc.","",""
"STEP.ZRCC.ZZDESC.GOC","SAP RegCde Description (GOC)","",""
"STEP.MARA.PRDHA.MAG","SAP Product Hierarchy (Main Article Group)","",""
"STEP.MARA.PRDHA.BG","SAP Product Hierarchy (Business Group)","",""
"STEP.ZRCC.ZZDESC.EOC","SAP RegCde Description (EOC)","",""
"STEP.MARA.MSTDE","SAP Valid from","",""
"STEP.ZLOCAL.ZZLOCAL","SAP Local code","",""
"FK_FG_LP_LUM_SPECIALS","FG Specials","",""
"XUCDM.COPY.LP_CSI_LOCCOD","Local order code","",""
"STEP.MARA.MEINS.DESC","SAP Base Unit desc.","",""
"STEP.MARA.ZBRND.IM.DESC","SAP Brand (Intermediate) desc.","",""
"STEP.MVKE.AUMNG02","SAP Min.order qty 02","",""
"LIFE50ENT_NOM","Life to 50% Failures entertainment cycle (Nom)","",""
"STEP.MARM.ZZLANGRUOM.P01.DESC","SAP Language group (Pallet 01) desc.","",""
"STEP.T001W.LAND1.DESC","SAP Country desc.","",""
"STEP.MARM.ZPACK.SET.DESC","SAP Packing (Set) desc.","",""
"C-Tick","C-Tick","",""
"STEP.MVKE.VMSTA01.DESC","SAP X-DChain status (Consumer) desc.","",""
"Product.Owner.Global","Global Product Owner","",""
"STEP.MARM.ZPACK.P02.DESC","SAP Packing (Pallet 02) desc.","",""
"asset.format-version","asset.format-version","",""
"STEP.MARA.ZBRND.SET.DESC","SAP Brand (Set) desc.","",""
"STEP.MVKE.KONDM02.DESC","SAP Mat.pricing grp 02 desc.","",""
"STEP.MARM.ZPACK.CAS.DESC","SAP Packing (Case) desc.","",""
"STEP.MVKE.KONDM03.DESC","SAP Mat.pricing grp 03 desc.","",""
"STEP.MARA.ZBRND.PCE.DESC","SAP Brand (Piece) desc.","",""
"STEP.MARM.ZPACK.CAS","SAP Packing (Case)","",""
"ARCGAP","Arc Gap","",""
"asset.size","asset.size","",""
"Translation_Status","Translation_Status","",""
"STEP.MARA.ZZSUREA","SAP Info Text","",""
"PITLENGHT","Pitch Length","",""
"LSIZE","L-Size","",""
"asset.uploaded","asset.uploaded","",""
"LIFEL90B50","Median useful life L90B50","","PG-44468 (Downlight LED);PG-44460 (Dust/ water protected LED);PG-44440 (Recessed functional LED);PG-44434 (Free standing floor LED);IF-3085 (LuxSpace Accent RS730B-RS752B);PG-44422 (Light-line (with trunking) LED);PG-44448 (Surface-mounted LED);PG-44418 (Batten LED);PG-44464 (High-bay/ low-bay LED);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44430 (Free standing desk LED);PG-44452 (Suspended LED);PG-44472 (Gridlight LED);PG-44476 (Recessed spotlight LED);IF-3084 (GreenSpace Accent RS340B-RS343B);IF-1183 (Pentura Mini BN130C-BN133C);PG-44609 (Cleanroom LED);PG-44480 (Spotlight/ projector LED);PG-44456 (Wall LED)"
"STEP.MARM.NUMTP.PCE","SAP EAN Category (Piece)","",""
"ETIM.V6.EF006060 L","EF006060 - Neodym-lamp","",""
"STEP.ZRCC.ZZCODE.GOC","SAP RegCde (GOC)","",""
"STEP.ZRCC.ZZCODE.APR","SAP RegCde (APR)","",""
"FK_FG_LP_APP1","FG Application area 1","",""
"xUCDM.CAT.USESLATINCHARS","xUCDM.CAT.USESLATINCHARS","",""
"STEP.MARA.ZZSUCCESSOR","SAP 1:1 Successor","",""
"xUCDM.CONFIG.USESLATINCHARS","xUCDM.CONFIG.USESLATINCHARS","",""
"ETIM.V6.EF006432 L","EF006432 - Suitable for high voltage luminaires","",""
"STEP.MARA.ZZPACKLVL","SAP Pack.Lev.Type","",""
"STEP.MARM.NUMTP.CAS","SAP EAN Category (Case)","",""
"STEP.MARA.MEINS","SAP Base Unit","",""
"ETIM.V6.EF002337 A","EF002337 - Type of mirroring","",""
"MNSVOLTPAC","Mains Voltage Performance (AC)","",""
"STEP.MARA.ZZPRODTYPE","SAP Type of Product Code","",""
"ETIM.V6.EF009348 A","EF009348 - Filament test according to IEC 60695-2-10","",""
"STEP.MARA.ZANSI","SAP ANSI code","",""
"STEP.MARA.ZZLANGR","SAP Language group","",""
"FK_FG_LP_LUM_NLAMPS","FG Number of light sources","",""
"STEP.ZRCC.ZZCODE.EOC","SAP RegCde (EOC)","",""
"ETIM.V6.EF001297 L","EF001297 - Integrated electromechanical coupling","",""
"STEP.MARA.PRDHA.BU","SAP Product Hierarchy (Business Unit)","",""
"STEP.MARA.ZZCOMRELDT","SAP Comm. Rel. Date","",""
"STEP.ZLOCAL.DESCRIPTION","SAP Local code description","",""
"FOOTNOTEI3","Footnote Incandescent 3","",""
"STEP.ZRCC.ZZDESC.LATAM","SAP RegCde Description (LATAM)","",""
"FK_FG_LP_GEAR_LAMPTYPE","FG Rated lamp type","",""
"STEP.ZRCC.ZZCODE.PCL","SAP RegCde (PCL)","",""
"ETIM.V6.ETIMCompleteness","ETIM.V6.ETIMCompleteness","",""
"STEP.ZRCC.ZZDESC.6NC","SAP RegCde Description (6NC)","",""
"STEP.MARA.PRDHA.DESC","SAP Product Hierarchy Description","",""
"FK_FG_LP_OPTICAL_COVER","FG Optical cover","",""
"STEP.MARA.PRDHA","SAP Prod.hierarchy","",""
"Product Family Table Free Text 2 Default","Product Family Table Free Text 2 Default","",""
"STEP.MARA.PRDHA.CAG","SAP Product Hierarchy (Catalog Article Group)","",""
"Product Family Table Free Text 3 Default","Product Family Table Free Text 3 Default","",""
"STEP.MARA.PRDHA.AG","SAP Product Hierarchy (Article Group)","",""
"Product Family Table Free Text 4 Default","Product Family Table Free Text 4 Default","",""
"EmailNotificationAddress","EmailNotificationAddress","",""
"asset.extension","asset.extension","",""
"STEP.MARA.Z10NC","SAP Code unpacked","",""
"STEP.MARM.NUMTP.IM","SAP EAN Category (Intermediate)","",""
"Product Family Table Free Text 5 Default","Product Family Table Free Text 5 Default","",""
"FK_FG_LP_LAMP_COLOR_CODE","FG Lamp color code","",""
"Product Family Table Free Text 1 Default","Product Family Table Free Text 1 Default","",""
"asset.mime-type","asset.mime-type","",""
"STEP.ZRCC.ZZDESC.APR","SAP RegCde Description (APR)","",""
"STEP.MARM.UMREZ.CAS","Numerator - Packs per outer box","",""
"ETIM.V6.EF000003 A","EF000003 - Mounting method","",""
"STEP.ZRCC.CHAR.AIM.DESC","SAP Aiming memory desc.","",""
"ETIM.V6.EF001023 L","EF001023 - Suitable for electronic ballast","",""
"STEP.ZRCC.ZZDESC.PCL","SAP RegCde Description (PCL)","",""
"FK_FG_LP_AVG_LIFETIME","FG Average Lifetime","",""
"ETIM.V6.EF001354 L","EF001354 - Infrared coating/-technique","",""
"BRCLR","Bracket color","","PG-44539 (Pole brackets)"
"STEP.MARM.EAN11.CAS","EAN/UPC - Case","",""
"ETIM.V6.EF002367 N","EF002367 - Length of arc","",""
"STEP.MARA.LABOR","SAP Lab/Office","",""
"STEP.MARA.MATNR","Material Nr. (12NC)","",""
"ETIM.V6.EF008318 N","EF008318 - Lowest bending radius","",""
"FK_FG_LP_LUMINT","FG Luminous intensity","",""
"STEP.MARM.EAN11.IM","SAP EAN/UPC - Intermediate","",""
"STEP.MARM.ZPACK.IM","SAP Packing (Intermediate)","",""
"ETIM.V6.EF001356 A","EF001356 - Reflector type","",""
"STEP.MARA.MSTAE","SAP X-plant status","",""
"ETIM.V6.EF001360 A","EF001360 - Lamp shape","",""
"FK_FG_LP_CAPBASE","FG Cap-base","",""
"STEP.MARM.ZPACK.PCE","SAP Packing (Piece)","",""
"ETIM.V6.EF002363 L","EF002363 - Suitable for rail traffic","",""
"FK_FG_LP_COLOR_OF_HOUSING","FG Color of Housing","",""
"POWMAXLUM","Power (@ Max Lumen, Rated)","",""
"STEP.ZRCC.ZZDESC.CATALOG","SAP RegCde Description (CATALOG)","",""
"STEP.EDIDC.SNDPRN.CSU","SAP System (PR2 / PR4) - CSU Level","",""
"ETIM.V6.EF000103 N","EF000103 - Colour temperature","",""
"STEP.ZRCC.ZZCODE.6NC","SAP RegCde (6NC)","",""
"ETIM.V6.EF000369 N","EF000369 - Total length","",""
"STEP.MARA.ZBRND.IM","SAP Brand (Intermediate)","",""
"LMAIN4000_NOM","Lumen Maintenance 4000 h (Nom)","IF-537;IF-541;IF-536;IF-539;IF-535",""
"ETIM.V6.EF009484 N","EF009484 - Number of colour channels","",""
"LMAIN4000_MAX","Lumen Maintenance 4000 h (Max)","",""
"STEP.MARA.ZBRND.CAS","SAP Brand (Case)","",""
"STEP.MARA.ZBRND.PCE","SAP Brand (Piece)","",""
"LMAIN4000_MIN","Lumen Maintenance 4000 h (Min)","IF-541;IF-537;IF-536;IF-539;IF-535",""
"ETIM.V6.EF000004 A","EF000004 - Protection class","",""
"STEP.MARA.ZZPRISMA","SAP Prisma relevant","",""
"FK_FG_LP_BULB","FG Bulb","",""
"STEP.ZRCC.ZZCODE.CATALOG","SAP RegCde (CATALOG)","",""
"ETIM.V6.EF000197 L","EF000197 - With movement sensor","",""
"ETIM.V6.EF000137 L","EF000137 - Dimmable","",""
"STEP.MARA.LVORM","SAP DF client level","",""
"ANSICODEHID","ANSI Code HID","",""
"STEP.ZRCC.ZZCODE.LATAM","SAP RegCde (LATAM)","",""
"STEP.MVKE.VKORG","SAP Sales Org.","",""
"ETIM.V6.EF004286 R","EF004286 - Pendant length","",""
"STEP.ZRCC.ZZCODE.CTN","SAP RegCde (CTN)","",""
"SOLMEFD25_MIN","Luminous Efficacy (SO) (Min)","IF-548",""
"ETIM.V6.EF001286 A","EF001286 - Supporting bracket","",""
"STEP.ZRCC.CHAR.ACCMV.DESC","SAP Accessories included desc.","",""
"STEP.ZRCC.ZZDESC.CTN","SAP RegCde Description (CTN)","",""
"STEP.MARM.UMREZ.PCE","Numerator - Quantity Per Pack","",""
"LSF6000","LSF 6000 h Rated","",""
"FK_FG_LP_OPTICS","FG Optics","",""
"XUCDM_PRODUCT_CTN_SUFFIX","XUCDM_PRODUCT_CTN_SUFFIX","",""
"xUCDM_Configs.Currency","xUCDM_Configs.Currency","",""
"FK_FG_LP_PRODTYPE","FG Producttype","",""
"CTN","CTN","",""
"STEP.EDIDC.SNDPRN.GLOBAL","SAP System (PR2 / PR4) - Global Level","",""
"xUCDM.FP.isPublishable.OEM","isPublishable OEM FP","",""
"xUCDM.CF.isPublishable.PROF","isPublishable PROF CF","",""
"XUCDM.COPY.INTRODUCTION.TENDERTEXT.FP","XUCDM COPY Introduction_Tendertext_FP","",""
"LAMPCUR277","Lamp Current at 277V","",""
"LIFE90SURVTC","Life To 90% Survivors At T-Case Life","",""
"xUCDM.FP.isPublishable.PROF","isPublishable PROF FP","",""
"xUCDM.CF.isPublishable.OEM","isPublishable OEM CF","",""
"xUCDM.CF.isActive.OEM","isActive OEM CF","",""
"FOOTNOTEF1","Footnotes Fluorescent/CFL 1","",""
"xUCDM.CF.isActive.PROF","isActive PROF CF","",""
"FK_FG_LP_LUMFLUX","FG Lamp Luminous flux","",""
"ETIM.V6.EF005715 L","EF005715 - Double-walled","",""
"STEP.MARM.LAENG.P03","SAP Length (Pallet 03)","",""
"STEP.MARM.LAENG.L01","SAP Length (Layer 01)","",""
"FK_FG_LP_LUM_WATTAGE","FG Wattage","",""
"xUCDM.FP.isActive.OEM","isActive OEM FP","",""
"xUCDM.FP.isActive.PROF","isActive PROF FP","",""
"STEP.Z9056.ZZFAMNAM","SAP Family Name","",""
"STEP.MVKE.ZZCOMREDT01","Comm. Rel.Date 01","",""
"IGNTYPE","Igniton Type","",""
"STEP.MARM.UMREZ.IM","SAP Numerator - Packs per Intermediate","",""
"STEP.MARA.ZBRND","SAP Brand","",""
"STEP.T001W.LAND1","SAP Country","",""
"asset.extra-samples","extra-samples","",""
"STEP.MARM.BRGEW.IM","SAP Gross Weight (Intermediate)","",""
"FK_FG_LP_GEAR_LAMP_POWER","FG Gear Lamp Power","",""
"STEP.MARM.BRGEW.PCE","SAP Gross Weight (Piece)","",""
"STEP.MARA.MTART","SAP Material Type","",""
"SOLMEFD25_NOM","Luminous Efficacy (SO) (Nom)","IF-548",""
"FP.Parent.IF","FP.Parent.IF","",""
"LAMPCUR220","Lamp Current at 220V","",""
"STEP.MARA.BISMT","SAP Old matl number","",""
"ETIM.ETIMGroup","ETIM.ETIMGroup","",""
"ATTR_SORTSEQUENCE","Attribute sort sequence","",""
"STEP.MAKT.MAKTX.10NC","SAP Description (10NC)","",""
"FP.ETIMGroup","FP.ETIMGroup","",""
"FOOTNOTEF2","Footnotes Fluorescent/CFL 2","",""
"STEP.MARM.BRGEW.CAS","SAP Gross Weight (Case)","",""
"STEP.MARA.XCHPF","SAP BatchManagement","",""
"STEP.MARA.ZZADG","SAP Autom. Descr. Gen.","",""
"FK_FG_LP_COLOR_TEMP","FG Color temperature","",""
"STEP.MARM.HOEHE.PCE","SAP Height(Piece)","",""
"ETIM.V6.EF001613 A","EF001613 - Circuit integrity","",""
"DIMMPEROP","Dimming Period Option","",""
"ETIM.V6.EF007697 L","EF007697 - Blinking light function secondary lamp","",""
"STEP.MARM.HOEHE.P01","SAP Height(Pallet 01)","",""
"STEP.MARM.LAENG.IM","SAP Length (Intermediate)","",""
"LSF16000P","LSF Preheat 16000 h Rated","",""
"FK_FG_LP_LAMPTYPE","FG Lamp type","",""
"STEP.MARM.BREIT.P03","SAP Width(Pallet 03)","",""
"ETIM.V6.EF003696 L","EF003696 - Short-circuit protected","",""
"STEP.MARM.HOEHE.L07","SAP Height(Layer 07)","",""
"ETIM.V6.EF001361 L","EF001361 - Integrated twilight sensor","",""
"LIFE20FAIL_MIN","Life To 20% Failures (Min)","",""
"STEP.MARM.HOEHE.L01","SAP Height(Layer 01)","",""
"STEP.MARM.HOEHE.P03","SAP Height(Pallet 03)","",""
"LIFE20FAIL_NOM","Life To 20% Failures (Nom)","",""
"ETIM.V6.EF001021 L","EF001021 - Integrated starter","",""
"ETIM.V6.EF001355 A","EF001355 - ANSI","",""
"STEP.MARM.HOEHE.P04","SAP Height(Pallet 04)","",""
"STEP.MARM.BREIT.L05","SAP Width(Layer 05)","",""
"LIFE20FAIL_MAX","Life To 20% Failures (Max)","",""
"ETIM.V6.EF000280 R","EF000280 - Suitable for lamp power","",""
"DESIGNCHAR","Designation characteristics","",""
"STEP.MARM.BREIT.CAS","SAP Width(Case)","",""
"STEP.MARM.LAENG.SET","SAP Length (Set)","",""
"ETIM.V6.EF001301 L","EF001301 - With CEE-plug","",""
"STEP.MARM.BREIT.P02","SAP Width(Pallet 02)","",""
"ETIM.V6.EF009472 L","EF009472 - Suitable for constant voltage","",""
"STEP.MARM.LAENG.P04","SAP Length (Pallet 04)","",""
"STEP.MARM.LAENG.P07","SAP Length (Pallet 07)","",""
"FK_FG_LP_LUM_GEAR","FG Gear","",""
"ETIM.V6.EF005770 L","EF005770 - Suitable for moped","",""
"ETIM.V6.EF004258 N","EF004258 - Number of lighting heads","",""
"OVVOLTPR250","Overvoltage Protection 350Vac","",""
"STEP.MARM.HOEHE.P05","SAP Height(Pallet 05)","",""
"STEP.MARM.LAENG.L07","SAP Length (Layer 07)","",""
"ETIM.V6.EF001020 L","EF001020 - Suitable for baking oven","",""
"FK_FG_LP_COLOR_REND","FG Color rendering index","",""
"STEP.MARM.BREIT.P07","SAP Width(Pallet 07)","",""
"ETIM.V6.EF001022 L","EF001022 - Axial filament","",""
"STEP.MARM.LAENG.L03","SAP Length (Layer 03)","",""
"ETIM.V6.EF007558 L","EF007558 - Adjustable optics","",""
"ETIM.V6.EF008404 A","EF008404 - For Ex-Zone dust","",""
"STEP.MARM.LAENG.L06","SAP Length (Layer 06)","",""
"LIFEL80B10","Useful life L80B10","","PG-44559 (Floodlight surface LED);IF-1253 (ClearFlood BVP650/651);PG-44547 (Road lighting LED);IF-1244 (CoreLine Tempo BVP110/120/130);PG-44551 (Street lantern LED);IF-1226 (Ocean Road LED BRP708);IF-3098 (LumiStreet Small BGP/BGS212/213);PG-44543 (Bollard LED);PG-44555 (Tunnel or underpass LED);IF-1165 (Vital LED BGP670)"
"STEP.MARM.BREIT.L02","SAP Width(Layer 02)","",""
"STEP.MARM.BREIT.P05","SAP Width(Pallet 05)","",""
"ETIM.V6.EF001353 L","EF001353 - UV-protection","",""
"ETIM.V6.EF001438 N","EF001438 - Length","",""
"STEP.MARM.HOEHE.P06","SAP Height(Pallet 06)","",""
"STEP.MARM.LAENG.L02","SAP Length (Layer 02)","",""
"STEP.MARM.BREIT.IM","SAP Width(Intermediate)","",""
"FK_FG_LP_APP2","FG Application area 2","",""
"ETIM.V6.EF000084 L","EF000084 - Shock resistant","",""
"STEP.MARM.BREIT.L07","SAP Width(Layer 07)","",""
"MIP","MIP - do not use - to be removed","",""
"ETIM.V6.EF009237 L","EF009237 - Emergency unit integrated","",""
"OUTPWIRDIA_MAX2","Output Wire Cross Section (Max) 2","",""
"ETIM.V6.EF008492 L","EF008492 - With pull relief","",""
"ETIM.V6.EF000441 L","EF000441 - Adjustable","",""
"OUTPWIRDIA_MIN2","Output Wire Cross Section (Min) 2","",""
"ETIM.V6.EF001302 L","EF001302 - Rechargeable","",""
"ETIM.V6.EF008157 A","EF008157 - Radiation angle","",""
"COLTEMPTECH","Color Temperature Technical","IF-7125175;IF-7125186;IF-7125268;MPG-9858;IF-7100388;IF-536;IF-7125180",""
"ETIM.V6.EF007917 L","EF007917 - Luminaire heads flexible","",""
"ETIM.V6.EF008342 N","EF008342 - Average nominal lifespan","",""
"pho.lor","Light Output Ratio","SC-9314",""
"FIXCLR","Fixation color","",""
"ETIM.V6.EF006433 L","EF006433 - Suitable for low voltage luminaires","",""
"STEP.MARM.BREIT.SET","SAP Width(Set)","",""
"remark_text","Remarks","",""
"STEP.MARM.LAENG.P01","SAP Length (Pallet 01)","",""
"STEP.MARM.HOEHE.P07","SAP Height(Pallet 07)","",""
"ETIM.V6.EF000943 N","EF000943 - Built-in diameter","",""
"STEP.MARM.HOEHE.SET","SAP Height(Set)","",""
"TYPEDESCR_LONG","Type description - long text","",""
"Statusflag","Statusflag","",""
"STEP.MARM.HOEHE.P02","SAP Height(Pallet 02)","",""
"STEP.MARM.LAENG.P06","SAP Length (Pallet 06)","",""
"ETIM.V6.EF001203 L","EF001203 - With light sensor","",""
"STEP.MARM.HOEHE.L03","SAP Height(Layer 03)","",""
"ETIM.V6.EF000446 N","EF000446 - Connected load","",""
"ETIM.V6.EF000051 A","EF000051 - Shape","",""
"ETIM.V6.EF001280 N","EF001280 - Number of groups/phases","",""
"ETIM.V6.EF006623 L","EF006623 - For lamp type HS","",""
"ETIM.V6.EF009494 N","EF009494 - Diameter at base","",""
"Path","Path","",""
"ETIM.V6.EF008313 L","EF008313 - For gas- and oil burners","",""
"CLO","Constant light output","","IF-61617 (CityCharm BDS490/491);PG-44551 (Street lantern LED);PG-44543 (Bollard LED);PG-44555 (Tunnel or underpass LED);IF-33897 (Thema 2 BDP/BSP607);PG-44547 (Road lighting LED);IF-3158529 (StreetStar BRP210/BRP215);IF-1253 (ClearFlood BVP650/651);PG-44559 (Floodlight surface LED);IF-1244 (CoreLine Tempo BVP110/120/130);IF-3066836 (TubeLine BGP360)"
"phohou.accessory_name","Housing Accessory Name","SC-9314",""
"FK_FG_LP_APP3","FG Application area 3","",""
"pho.correction_factor","Correction Factor","SC-9314",""
"LLMF8000","LLMF 8000 h Rated","IF-523;IF-520;IF-514;IF-541;IF-513;IF-536;IF-528;IF-525;IF-529;IF-517",""
"ETIM.V6.EF002442 A","EF002442 - Type of fastening","",""
